name|key
market for fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future|ff92e7aa45d33bee911ed22a1f68f26e
electricity, high voltage, production mix|171059f35194fe737fc5fc7cae20a3e6
market for irrigation|69be5a7ff760011966292b0eb145174c
heat and power co-generation, oil|adb9262eca1e1926fe16468ec77055a7
vinasse, from fermentation of sugar beet, Recycled Content cut-off|2762485f97eb62303de8c4e60e38dae5
electricity production, wind, 1-3MW turbine, onshore|6a368e9901f67f8ae7df1db252a69c67
softwood forestry, spruce, sustainable forest management|8d56f7428b9d53d8ef2dad2ac0211945
hydrogen fluoride production|5cf8bd6ec34c43a83a1d5bca10654e8e
operation, computer, laptop, standby/sleep mode|b5a5e510554549625cc4aba6d1bc956c
market for fish residues|52e1b9cf3a485529ac8855601b24f378
beam, hardwood, raw, air drying to u=20%|11b681da3b255a33f44261601ba3f621
cumene production|ec7b694938c35888e0e1f652965f644a
market for electricity, for reuse in municipal waste incineration only|099b96b6265bf2e88d4910882eb283d7
land use change, annual crop|4914893cf560cd32c82dcfeca1cb41cc
heat and power co-generation, biogas, gas engine|7c6402a2a67d2ccb2066c8e29c87ef71
coking|7925d18bcb277fa8804b2f59225a3457
aluminium drilling, conventional|09df1c5bdae4aaa619c8175400682e66
electricity production, lignite|b1e3216cb21f7fc37672ceeb92428793
electricity production, hydro, reservoir, non-alpine region|a9f1ca58536baf542d502768ffa1d492
electricity, high voltage, import from GB|db0cb18bec4721375cb565b75b8a6bf5
market for chlorine dioxide|9dcc0d3a6d43e464f54e274b941eb2cd
concrete production, 20MPa, self-construction, with cement, limestone 21-35%|b4b3f9a9adda96822ec270f40aacf42b
plywood production, for outdoor use|91329007e0ce50665d124a9f814ad378
maize seed production, organic, for sowing|1617416a0a1da70197eb4e3d913f6b8f
trifluoromethane production|57ed434c8817faccb7c6d9ca9bffad8b
market for waste polyethylene, for recycling, unsorted|d85422e808d13f9602728d61dd961330
market for tillage, rotary cultivator|dfda733d22e5aa60996f459f41ce1928
market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, R134a refrigerant, freezing|84e436fb1e6a735fce4fd8a3bc04b5c5
coating service, melamine impregnated paper, double-sided|e605c3da5a7a0fa34a8e70aba3512558
market for spodumene|61dafc99872a4a6e924f3d15d9f775c4
electricity, high voltage, production mix|b7146769b2f5c57beb13e24ef7c57df6
market for waste packaging paper|71d5ff1fa63cc4cd744fc268f7667619
electricity production, hydro, reservoir, alpine region|738fbbe2fa95ea102de602c03541eb9a
market for sodium hydrosulfide|2dbf91e147df538529b072657a13ffb1
land already in use, annual cropland to perennial crop|88068c84a96a69aaf8becb66f8ced7a7
natural gas, high pressure, import from RU|c5e57494c5a92233ab11abdb6deb2704
fibreboard production, soft, from wet & dry processes|a7be27db11f58eadd04d255599a0c55e
strawberry production, in heated greenhouse|efafc6ac1679a2d4916157c8a517ed05
electricity production, oil|943e570c9e8157086ec3d639ca7f5897
treatment of blast furnace gas, in power plant|0d481bb1f0f1d2fe7fda84668dabc912
laminating service, foil, with acrylic binder|7b9a2db93e1cb0e1738342fe2f010789
electronic component machinery production, unspecified|457a3f6da40777974804af651c0304ff
land already in use, annual cropland to annual crop|11d35a606bd4d1d86e05dd9c69b00a70
electricity production, hydro, pumped storage|e183f6d5b40387117e7b2b2b28b3d195
propionic acid production|e79a7b56aef621c487dabb0616ca91ea
acetanilide production|c939f6f812b8ed0d1024ecc6f370cc97
chromium steel drilling, computer numerical controlled|11cb65bff61b18f722130dc429e2c413
market for high level radioactive waste for final repository|5a8d3ed942815ee3e52dfb83d95d94b3
market group for cement, unspecified|b065ea1737fc4547628ff855b2bbda3a
sulfamic acid production|1e0ecfb6815f1a0bee016cab7bff2f1c
electricity production, wind, >3MW turbine, onshore|2c0de37e24e8ef47d228a3429cd2251b
market for land use change, forest, intensive|be4bc331ac8ef6b83d53e7354620912c
energy saving, from ventilation system, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger|10ab9b5eebb6e430e0e1fa906ab4f264
electricity production, nuclear, boiling water reactor|4b85dd0898e72793b01ceef7e55059e7
selective coating, copper sheet, sputtering|48fed19a3697dbc789b49476e1e68d81
market for 2-butanol|8552de1ff6fa12de634d3ad0de467629
pea seed production, organic, for sowing|a3a643a95b88a9d2e7ebdd6f2c0cd6e4
market for floating collar cage|bc672e7e9da77d845dffbb9aef97b26d
clinker production|882eda88f9ca9355af2456ffea423d98
clear-cutting, grassland to arable land, perennial crop|9916d6a552b5c142d1b7e22344cbfaf4
treatment of electronics scrap, metals recovery in copper smelter|ff885b8880999ea6d1f3f188a4667f5e
