name|key
fuel cell production, stack polymer electrolyte membrane, 2kW electrical, future|a70ba19f92199357c7780bd98dc2a350
market for tin dioxide|dee10a48000038136c32fb59d85e7b54
portachrom production|6ca63bcafca0c9c76670841440b5b0a9
glued laminated timber production, for indoor use|81861fbdbca91e706c175abfc62b35f9
clear-cutting, primary forest to arable land, pasture, man made|e690001343ff39a07b6caa0bea4db6c8
electricity production, wind, >3MW turbine, onshore|1ff1065b1eeb18686bd468b882326470
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical|baf49365383e0c9a5f47d59514ae9e90
electricity production, hydro, run-of-river|15e4c91aa1b7f3d88b544dcfcb256604
market for impact extrusion of steel, warm, 4 strokes|7dc91656ee1591c5a530172f1c773b33
market group for electricity, low voltage|5b518fef858f70ba020db25bf2eef3ae
market for nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX|6c9a2c3b3a36101ce34e2f4d5d5870ef
land already in use, perennial cropland to annual crop|1819455842c63cc456cab34a330dfb26
market for heat and power co-generation unit, 500kW electrical, components for heat only|0c0d38dcce11ee3056810540c4c9a031
Mannheim process|5925e2a9d6b50560c654aee86429078c
market for scrap preparation facility|b40ab7b8760ac0b84351985d29b2116b
vanilla seedling production, for planting|e413130033441c09a26fdc4b52e1fbe2
heat and power co-generation, biogas, gas engine|bf9ad238b447e90b18cf8d544a1edab0
softwood forestry, spruce, sustainable forest management|bbff13ce5e780b5cc1f6ba39586b4cdb
market for wastewater from cathode ray tube production|c92e7dadfc64cf19565a2751499c03b8
market for tap water|1b8116dbcea0124ca5b7f096aecaa11d
planing, lath, hardwood, u=20%|a652b8919de565ba6d81c21b16920f89
hard coal preparation, crushing and destoning|b621460f1fabecfe077bc36ac725e406
market for deep drawing, steel, 650 kN press, automode|e33264aa6d489053a7de00df67080462
